State	Day/Night	Population Density	Nearest Police Station	Crime Taken Place
Rajasthan	Night	3814	3.3	Yes
Rajasthan	Night	3057	3.1	Yes
Rajasthan	Night	5614	3.8	Yes
Rajasthan	Night	4575	2.8	Yes
Rajasthan	Night	4263	3.2	Yes
Rajasthan	Night	4279	2.6	Yes
Rajasthan	Night	3832	3.2	Yes
Rajasthan	Night	2689	2.5	Yes
Rajasthan	Night	1531	3.2	Yes
Rajasthan	Night	5004	4.6	Yes
Rajasthan	Night	5017	2.9	Yes
Rajasthan	Night	3071	2.9	Yes
Rajasthan	Night	5961	4.3	Yes
Rajasthan	Night	2545	2.6	Yes
Rajasthan	Night	5154	4.7	Yes
Rajasthan	Night	4804	4.9	Yes
Rajasthan	Night	3298	3.1	Yes
Rajasthan	Night	3498	4.1	Yes
Rajasthan	Night	2043	4.5	Yes
Rajasthan	Night	3989	3.1	Yes
Rajasthan	Night	1863	4.4	Yes
Rajasthan	Night	3526	4.8	Yes
Rajasthan	Night	1724	4.8	Yes
Rajasthan	Night	2592	3.7	Yes
Rajasthan	Night	3991	4.7	Yes
Rajasthan	Night	1741	4.7	Yes
Rajasthan	Night	2243	3.2	Yes
Rajasthan	Night	5003	4.5	Yes
Rajasthan	Night	3646	4.5	Yes
Rajasthan	Night	1684	4.2	Yes
Rajasthan	Night	2998	2.7	Yes
Rajasthan	Night	5087	4.2	Yes
Rajasthan	Night	1706	3.8	Yes
Rajasthan	Night	4556	4.6	Yes
Rajasthan	Night	2145	4.4	Yes
Rajasthan	Night	5417	3.4	Yes
Rajasthan	Night	5312	4.5	Yes
Rajasthan	Night	4877	2.7	Yes
Rajasthan	Night	6993	2.6	Yes
Rajasthan	Day	7705	6.4	Yes
Rajasthan	Day	8935	7.1	Yes
Rajasthan	Day	2063	2.9	Yes
Rajasthan	Day	4966	3.7	Yes
Rajasthan	Day	6745	3.7	Yes
Rajasthan	Day	6345	3.1	Yes
Rajasthan	Day	7944	5.5	Yes
Rajasthan	Day	4285	1.7	Yes
Rajasthan	Day	6422	5.1	Yes
Rajasthan	Day	5088	7.5	Yes
Rajasthan	Day	3363	7.2	Yes
Rajasthan	Day	7969	2.5	Yes
Rajasthan	Day	5876	5.7	Yes
Rajasthan	Day	8104	5.2	Yes
Rajasthan	Day	5772	6	Yes
Rajasthan	Day	8716	2.1	Yes
Rajasthan	Day	2060	7.6	Yes
Rajasthan	Day	2305	5.3	Yes
Rajasthan	Day	4489	4.6	Yes
Rajasthan	Day	7380	6.2	Yes
Rajasthan	Day	8262	7.9	Yes
Rajasthan	Day	7126	4.2	Yes
Rajasthan	Day	2955	6.2	Yes
Rajasthan	Day	4663	2.4	Yes
Rajasthan	Day	8979	5.4	Yes
Rajasthan	Day	3897	1.7	Yes
Rajasthan	Day	1502	7.6	Yes
Rajasthan	Day	8444	1.7	Yes
Sikkim	Night	102	22.6	Yes
Tamil Nadu	Night	24356	1	Yes
Tamil Nadu	Night	11269	1.5	Yes
Tamil Nadu	Night	13486	1.2	Yes
Tamil Nadu	Night	9777	1.8	Yes
Tamil Nadu	Night	8551	2	Yes
Tamil Nadu	Night	7123	2.5	Yes
Tamil Nadu	Night	5999	2.8	Yes
Tamil Nadu	Day	7532	2.3	Yes
Tamil Nadu	Day	5510	3	Yes
Telangana	Night	18349	1.2	Yes
Telangana	Night	9557	1.8	Yes
Telangana	Night	6893	2.3	Yes
Telangana	Night	7238	2.5	Yes
Telangana	Night	8245	2	Yes
Telangana	Night	5576	3	Yes
Telangana	Night	6312	2.7	Yes
Telangana	Night	4791	3.5	Yes
Telangana	Night	7211	2.4	Yes
Telangana	Night	6321	2.8	Yes
Telangana	Night	13872	1.6	Yes
Telangana	Night	9123	2.4	Yes
Telangana	Day	17651	1.7	Yes
Telangana	Day	12136	1.9	Yes
Telangana	Day	5921	2.2	Yes
Telangana	Day	3262	7.9	Yes
Telangana	Day	7123	4.8	Yes
Tripura	Night	12186	1.3	Yes
Tripura	Night	6421	3	Yes
Tripura	Night	3611	3.2	Yes
Uttar Pradesh	Night	14450	1.2	Yes
Uttar Pradesh	Night	12417	2.6	Yes
Uttar Pradesh	Night	14528	2.4	Yes
Uttar Pradesh	Night	14054	2.4	Yes
Uttar Pradesh	Night	14255	1.5	Yes
Uttar Pradesh	Night	11370	2.1	Yes
Uttar Pradesh	Night	14015	1.2	Yes
Uttar Pradesh	Night	12009	1.9	Yes
Uttar Pradesh	Night	14685	1.2	Yes
Uttar Pradesh	Night	11088	1.6	Yes
Uttar Pradesh	Night	9130	2.1	Yes
Uttar Pradesh	Night	11117	2.9	Yes
Uttar Pradesh	Night	9856	1.4	Yes
Uttar Pradesh	Night	11729	1.3	Yes
Uttar Pradesh	Night	9462	1.4	Yes
Uttar Pradesh	Night	12155	2	Yes
Uttar Pradesh	Night	12015	2.8	Yes
Uttar Pradesh	Night	11379	1.7	Yes
Uttar Pradesh	Night	12718	2.9	Yes
Uttar Pradesh	Night	12175	1.5	Yes
Uttar Pradesh	Night	9830	1.8	Yes
Uttar Pradesh	Night	9438	1.9	Yes
Uttar Pradesh	Night	8228	1.7	Yes
Uttar Pradesh	Night	8827	2.6	Yes
Uttar Pradesh	Night	8932	1.7	Yes
Uttar Pradesh	Night	8101	1.8	Yes
Uttar Pradesh	Night	9595	1.7	Yes
Uttar Pradesh	Night	10221	1.6	Yes
Uttar Pradesh	Night	10226	2.7	Yes
Uttar Pradesh	Night	9049	2	Yes
Uttar Pradesh	Night	8534	2.7	Yes
Uttar Pradesh	Night	9081	1.8	Yes
Uttar Pradesh	Night	8860	2.1	Yes
Uttar Pradesh	Night	9662	1.8	Yes
Uttar Pradesh	Night	8253	2.4	Yes
Uttar Pradesh	Night	8572	2.4	Yes
Uttar Pradesh	Night	9924	2.2	Yes
Uttar Pradesh	Night	8396	2.1	Yes
Uttar Pradesh	Night	8999	2.6	Yes
Uttar Pradesh	Night	8270	1.9	Yes
Uttar Pradesh	Night	9946	1.3	Yes
Uttar Pradesh	Night	10146	2.1	Yes
Uttar Pradesh	Night	12614	2	Yes
Uttar Pradesh	Night	10480	1.9	Yes
Uttar Pradesh	Night	10899	2.1	Yes
Uttar Pradesh	Night	10249	1.3	Yes
Uttar Pradesh	Night	10977	1.3	Yes
Uttar Pradesh	Night	11501	1.2	Yes
Uttar Pradesh	Night	12890	1.7	Yes
Uttar Pradesh	Night	10000	1.5	Yes
Uttar Pradesh	Night	9070	1.9	Yes
Uttar Pradesh	Night	9084	2.6	Yes
Uttar Pradesh	Night	8900	2	Yes
Uttar Pradesh	Night	9665	3.1	Yes
Uttar Pradesh	Night	7642	2.2	Yes
Uttar Pradesh	Night	7821	1.9	Yes
Uttar Pradesh	Night	8991	2.5	Yes
Uttar Pradesh	Night	9669	2.3	Yes
Uttar Pradesh	Night	7999	2.1	Yes
Uttar Pradesh	Night	9029	2.8	Yes
Uttar Pradesh	Night	8077	1.7	Yes
Uttar Pradesh	Night	8832	2.2	Yes
Uttar Pradesh	Night	8757	1.9	Yes
Uttar Pradesh	Night	8249	1.6	Yes
Uttar Pradesh	Night	8600	1.8	Yes
Uttar Pradesh	Night	9289	2	Yes
Uttar Pradesh	Night	9310	1.4	Yes
Uttar Pradesh	Night	9059	1.8	Yes
Uttar Pradesh	Night	8676	1.5	Yes
Uttar Pradesh	Night	8405	1.9	Yes
Uttar Pradesh	Night	10023	2.4	Yes
Uttar Pradesh	Night	9467	2.3	Yes
Uttar Pradesh	Night	9554	2.2	Yes
Uttar Pradesh	Night	9876	2.5	Yes
Uttar Pradesh	Night	9710	2.5	Yes
Uttar Pradesh	Night	9288	2	Yes
Uttar Pradesh	Night	10201	2.5	Yes
Uttar Pradesh	Night	10470	2	Yes
Uttar Pradesh	Night	7691	3.4	Yes
Uttar Pradesh	Night	7487	2.8	Yes
Uttar Pradesh	Night	6550	3	Yes
Uttar Pradesh	Night	7932	3.4	Yes
Uttar Pradesh	Night	7485	3.1	Yes
Uttar Pradesh	Night	6379	2.7	Yes
Uttar Pradesh	Night	8377	3.3	Yes
Uttar Pradesh	Night	6867	3	Yes
Uttar Pradesh	Night	6548	3.3	Yes
Uttar Pradesh	Night	6805	3	Yes
Uttar Pradesh	Night	5638	3	Yes
Uttar Pradesh	Night	6533	3.8	Yes
Uttar Pradesh	Night	6342	3.5	Yes
Uttar Pradesh	Night	7104	3.5	Yes
Uttar Pradesh	Night	6267	3.2	Yes
Uttar Pradesh	Night	10288	2.2	Yes
Uttar Pradesh	Night	9952	2.2	Yes
Uttar Pradesh	Night	10088	2.4	Yes
Uttar Pradesh	Night	10260	2.1	Yes
Uttar Pradesh	Night	10957	2.9	Yes
Uttar Pradesh	Night	9900	3.3	Yes
Uttar Pradesh	Night	10493	2.2	Yes
Uttar Pradesh	Night	10711	1.5	Yes
Uttar Pradesh	Day	9420	2.3	Yes
Uttar Pradesh	Day	9475	1.7	Yes
Uttar Pradesh	Day	10488	2.2	Yes
Uttar Pradesh	Day	8871	3.3	Yes
Uttar Pradesh	Day	11117	1.6	Yes
Uttar Pradesh	Day	9161	2.9	Yes
Uttar Pradesh	Day	9605	2.4	Yes
Uttar Pradesh	Day	10942	4.3	Yes
Uttar Pradesh	Day	5625	5	Yes
Uttar Pradesh	Day	6522	3.5	Yes
Uttar Pradesh	Day	7674	3.5	Yes
Uttar Pradesh	Day	7337	3.6	Yes
Uttar Pradesh	Day	5418	4.2	Yes
Uttar Pradesh	Day	6481	2.3	Yes
Uttar Pradesh	Day	6115	2.4	Yes
Uttar Pradesh	Day	5765	3.1	Yes
Uttar Pradesh	Day	5993	3.6	Yes
Uttar Pradesh	Day	7634	2	Yes
Uttar Pradesh	Day	5765	3.8	Yes
Uttar Pradesh	Day	7661	2.9	Yes
Uttar Pradesh	Day	5819	3.2	Yes
Uttar Pradesh	Day	7495	4.9	Yes
Uttar Pradesh	Day	6912	2.1	Yes
Uttar Pradesh	Day	6916	2.3	Yes
Uttarakhand	Night	9123	1.5	Yes
Uttarakhand	Night	8246	2	Yes
Uttarakhand	Night	7512	2.3	Yes
Uttarakhand	Night	6969	2	Yes
Uttarakhand	Night	7354	1.8	Yes
Uttarakhand	Night	6423	2.1	Yes
Uttarakhand	Night	5921	2.5	Yes
Uttarakhand	Night	4436	3	Yes
Uttarakhand	Night	4139	3.2	Yes
Uttarakhand	Day	3891	3.5	Yes
Uttarakhand	Day	3745	4.5	Yes
Uttarakhand	Day	2369	4.2	Yes
Uttarakhand	Day	7562	1.3	Yes
West Bengal	Night	19117	0.9	Yes
West Bengal	Night	22305	1	Yes
West Bengal	Night	22761	1.3	Yes
West Bengal	Night	22550	1.2	Yes
West Bengal	Night	15637	1.5	Yes
West Bengal	Night	17537	1.7	Yes
West Bengal	Night	12872	1.7	Yes
West Bengal	Night	13124	1.8	Yes
West Bengal	Night	11275	1.9	Yes
West Bengal	Night	11419	1.7	Yes
West Bengal	Night	12398	2.2	Yes
West Bengal	Night	12800	1.7	Yes
West Bengal	Night	9548	3.4	Yes
West Bengal	Night	9045	2.4	Yes
West Bengal	Night	5701	2.5	Yes
West Bengal	Night	5265	2.5	Yes
West Bengal	Night	5993	2.7	Yes
West Bengal	Night	9381	2.9	Yes
West Bengal	Night	6139	2.4	Yes
West Bengal	Night	9814	3.1	Yes
West Bengal	Night	9841	2.5	Yes
West Bengal	Night	8426	2.7	Yes
West Bengal	Night	6451	3.2	Yes
West Bengal	Day	9112	3.1	Yes
West Bengal	Day	8595	2.5	Yes
West Bengal	Day	8559	4.2	Yes
West Bengal	Day	8649	2.8	Yes
West Bengal	Day	9193	3.4	Yes
West Bengal	Day	11517	1.7	Yes
West Bengal	Day	8513	3	Yes
West Bengal	Day	10639	3.2	Yes
West Bengal	Day	10053	2.6	Yes
Andaman & Nicobar Islands	Night	1326	2.3	Yes
Chandigarh	Night	9369	4.9	Yes
Chandigarh	Night	3233	1.5	Yes
Dadra and Nagar Haveli	Night	3529	3.1	Yes
Daman and Diu	Night	2123	2.4	Yes
Delhi	Night	10424	1.7	Yes
Delhi	Night	21530	1.3	Yes
Delhi	Night	21307	2.8	Yes
Delhi	Night	19195	1.7	Yes
Delhi	Night	12756	2.1	Yes
Delhi	Night	20319	1.5	Yes
Delhi	Night	12084	2.4	Yes
Delhi	Night	8123	2.9	Yes
Delhi	Night	13865	2.8	Yes
Delhi	Night	19814	1.9	Yes
Delhi	Night	16333	2.5	Yes
Delhi	Night	7419	2.2	Yes
Delhi	Night	21742	1.3	Yes
Delhi	Night	18678	2.3	Yes
Delhi	Night	10360	2.6	Yes
Delhi	Night	7621	2.9	Yes
Delhi	Night	13324	1.9	Yes
Delhi	Night	17435	2.7	Yes
Delhi	Night	12662	1.2	Yes
Delhi	Night	12807	1.9	Yes
Delhi	Night	14368	1.7	Yes
Delhi	Night	20543	1.4	Yes
Delhi	Night	15031	1.5	Yes
Delhi	Night	13618	1.6	Yes
Delhi	Night	23683	1.7	Yes
Delhi	Day	16421	2.4	Yes
Delhi	Day	5521	2.9	Yes
Delhi	Day	21578	1.8	Yes
Delhi	Day	11808	1.5	Yes
Delhi	Day	19638	3	Yes
Delhi	Day	20581	1.6	Yes
Delhi	Day	19385	1	Yes
Delhi	Day	6321	2.8	Yes
Delhi	Day	24120	2.6	Yes
Delhi	Day	20752	1.1	Yes
Delhi	Day	23409	0.7	Yes
Delhi	Day	13654	1.2	Yes
Lakshadweep	Night	4169	3.2	Yes
Puducherry	Night	5693	1.7	Yes
Delhi	Day	26916	0.2	No
Delhi	Day	17009	1.3	No
Delhi	Day	24793	1.5	No
Delhi	Day	10422	0.6	No
Delhi	Day	21454	1.7	No
Delhi	Day	20171	0.4	No
Delhi	Day	16423	1.9	No
Delhi	Day	20417	0.4	No
Delhi	Day	22735	0.7	No
Delhi	Day	19414	0.5	No
Delhi	Day	12909	1.6	No
Delhi	Day	26266	1.5	No
Delhi	Day	14304	0.1	No
Delhi	Day	24157	1.6	No
Delhi	Day	23912	0.8	No
Delhi	Day	10568	2.1	No
Delhi	Day	16457	0.1	No
Delhi	Day	24288	0.1	No
Delhi	Day	19096	1.7	No
Delhi	Day	11743	1.8	No
Delhi	Day	17322	0.6	No
Delhi	Night	9993	0.8	No
Delhi	Night	8733	1.1	No
Delhi	Night	8603	0.5	No
Delhi	Night	10788	0.2	No
Delhi	Night	10890	0.2	No
Delhi	Night	8058	1.2	No
Delhi	Night	8310	0.8	No
Delhi	Night	11577	0.2	No
Delhi	Night	13020	2.1	No
Delhi	Night	8270	0.6	No
Puducherry	Night	7264	1.3	No
Puducherry	Day	5499	2.2	No
Lakshadweep	Night 	2689	1.2	No
Lakshadweep	Day	4211	2.1	No
Daman and Diu	Day	2345	2.3	No
Daman and Diu	Night	1235	1.5	No
Chandigarh	Day	3256	0.6	No
Chandigarh	Day	5931	1.8	No
Chandigarh	Night	6123	0.5	No
Chandigarh	Night	4231	0.6	No
Andaman & Nicobar Islands	Day	5164	2.3	No
Andaman & Nicobar Islands	Night	3216	1.1	No
West Bengal	Day	11122	0.4	No
West Bengal	Day	12081	1	No
West Bengal	Day	10722	0.6	No
West Bengal	Day	12867	0.6	No
West Bengal	Day	8226	1.1	No
West Bengal	Day	13130	1.2	No
West Bengal	Day	10667	1	No
West Bengal	Day	8084	1.4	No
West Bengal	Day	10030	0.7	No
West Bengal	Day	8292	1	No
West Bengal	Day	13688	1.4	No
West Bengal	Day	12420	0.8	No
West Bengal	Day	12056	0.4	No
West Bengal	Day	10799	1.2	No
West Bengal	Night	13374	0.8	No
West Bengal	Night	11036	1.1	No
West Bengal	Night	13501	0.6	No
West Bengal	Night	10101	0.6	No
West Bengal	Night	11454	1.2	No
West Bengal	Night	9230	1.7	No
Uttarakhand	Day	5285	1.1	No
Uttarakhand	Day	6961	1.1	No
Uttarakhand	Day	6251	0.8	No
Uttarakhand	Day	3630	0.9	No
Uttarakhand	Day	6629	1.4	No
Uttarakhand	Night	5463	0.6	No
Uttarakhand	Night	6065	0.6	No
Uttarakhand	Night	6725	0.6	No
Uttarakhand	Night	6776	1	No
Uttarakhand	Night	3146	1	No
Uttar Pradesh	Day	9881	0.9	No
Uttar Pradesh	Day	11057	1.6	No
Uttar Pradesh	Day	9780	1.5	No
Uttar Pradesh	Day	8254	1.4	No
Uttar Pradesh	Day	9707	0.6	No
Uttar Pradesh	Day	9814	0.6	No
Uttar Pradesh	Day	9622	0.7	No
Uttar Pradesh	Day	8067	0.9	No
Uttar Pradesh	Day	8833	0.6	No
Uttar Pradesh	Day	10847	1.7	No
Uttar Pradesh	Day	8265	1	No
Uttar Pradesh	Day	8024	1.1	No
Uttar Pradesh	Day	8907	1	No
Uttar Pradesh	Day	10755	1.2	No
Uttar Pradesh	Day	11327	1.7	No
Uttar Pradesh	Day	10974	0.7	No
Uttar Pradesh	Day	8661	2.1	No
Uttar Pradesh	Day	8124	1.5	No
Uttar Pradesh	Day	9218	1.5	No
Uttar Pradesh	Day	11755	1.3	No
Uttar Pradesh	Night	9906	0.9	No
Uttar Pradesh	Night	9842	2.1	No
Uttar Pradesh	Night	8362	0.8	No
Uttar Pradesh	Night	8585	1.7	No
Uttar Pradesh	Night	11922	1.1	No
Uttar Pradesh	Night	11631	1.4	No
Uttar Pradesh	Night	11562	1	No
Uttar Pradesh	Night	9291	1.5	No
Uttar Pradesh	Night	11665	1.6	No
Uttar Pradesh	Night	8014	2	No
Uttar Pradesh	Night	8651	1	No
Uttar Pradesh	Night	11078	1.9	No
Uttar Pradesh	Night	10373	1	No
Uttar Pradesh	Night	8793	1.8	No
Uttar Pradesh	Night	10551	1.1	No
Uttar Pradesh	Night	8043	1.6	No
Uttar Pradesh	Night	10960	1.1	No
Uttar Pradesh	Night	11578	1.7	No
Uttar Pradesh	Night	10006	0.7	No
Uttar Pradesh	Night	9370	0.8	No
Uttar Pradesh	Night	8764	0.9	No
Uttar Pradesh	Night	10213	1.8	No
Uttar Pradesh	Night	8620	0.7	No
Tripura	Day	6498	1.3	No
Tripura	Day	8651	3	No
Tripura	Night	4265	0.7	No
Telangana	Day	8029	0.9	No
Telangana	Day	8860	1.8	No
Telangana	Day	10033	1.5	No
Telangana	Day	6705	1.7	No
Telangana	Day	8719	0.7	No
Telangana	Day	7571	1.4	No
Telangana	Day	6259	2.3	No
Telangana	Day	9033	1.2	No
Telangana	Day	6975	1.6	No
Telangana	Night	11244	2.2	No
Telangana	Night	7589	1.1	No
Telangana	Night	8740	1.6	No
Telangana	Night	9130	1.1	No
Tamil Nadu	Night	7420	1.3	No
Tamil Nadu	Night	9062	0.8	No
Tamil Nadu	Night	9924	1.1	No
Tamil Nadu	Day	7552	1.8	No
Tamil Nadu	Day	7794	1.7	No
Tamil Nadu	Day	9579	1.7	No
Tamil Nadu	Day	9034	1.8	No
Sikkim	Night	213	13.6	No
Rajasthan	Day	6040	1.5	No
Rajasthan	Day	6208	1.1	No
Rajasthan	Day	5351	1.2	No
Rajasthan	Day	6628	1.7	No
Rajasthan	Day	6026	1.8	No
Rajasthan	Day	6528	1.8	No
Rajasthan	Day	6626	1.7	No
Rajasthan	Day	6585	0.8	No
Rajasthan	Day	5079	1.9	No
Rajasthan	Day	6561	1.1	No
Rajasthan	Day	6406	1.4	No
Rajasthan	Day	5750	1.9	No
Rajasthan	Day	6770	1.4	No
Rajasthan	Day	6972	0.9	No
Rajasthan	Day	6717	1.6	No
Rajasthan	Day	5078	1.5	No
Rajasthan	Day	5768	1.1	No
Rajasthan	Day	6498	1	No
Rajasthan	Day	6884	0.8	No
Rajasthan	Day	6034	1	No
Rajasthan	Day	6611	0.8	No
Rajasthan	Day	5765	1.2	No
Rajasthan	Day	6098	0.8	No
Rajasthan	Day	6094	1.6	No
Rajasthan	Day	5895	1	No
Rajasthan	Day	6999	1.5	No
Rajasthan	Night	6993	1.7	No
Rajasthan	Night	6118	1.3	No
Rajasthan	Night	5523	1.5	No
Rajasthan	Night	5946	1.2	No
Rajasthan	Night	6085	1.9	No
Rajasthan	Night	6048	1.9	No
Rajasthan	Night	6788	0.7	No
Rajasthan	Night	5838	1.6	No
Rajasthan	Night	5603	0.9	No
Rajasthan	Night	6723	1.4	No
Rajasthan	Night	6222	1.8	No
Rajasthan	Night	6456	1.7	No
Rajasthan	Night	6571	1.1	No
Rajasthan	Night	6942	1.1	No
Rajasthan	Night	6456	1.1	No
Rajasthan	Night	6010	1.3	No
Rajasthan	Night	6074	0.9	No
Rajasthan	Night	6280	1.8	No
Rajasthan	Night	6476	1.1	No
Rajasthan	Night	6534	1	No
Rajasthan	Night	6072	1.3	No
Rajasthan	Night	6371	1.4	No
Rajasthan	Night	5902	1	No
Rajasthan	Night	5455	1.7	No
Rajasthan	Night	6292	0.8	No
Rajasthan	Night	6017	1.6	No
Rajasthan	Night	5162	0.8	No
Rajasthan	Night	6657	1	No
Rajasthan	Night	5875	1	No
Rajasthan	Night	5221	1.6	No
Punjab	Night	6320	1.8	No
Punjab	Night	7994	0.6	No
Punjab	Night	8448	1.3	No
Punjab	Night	5914	0.7	No
Punjab	Night	8855	3	No
Punjab	Night	7030	1.1	No
Punjab	Night	7238	2	No
Punjab	Day	7219	2.5	No
Punjab	Day	8585	2.1	No
Punjab	Day	5982	1.4	No
Punjab	Day	7198	2	No
Punjab	Day	6342	2.8	No
Punjab	Day	6788	2.8	No
Punjab	Day	7702	2.9	No
Punjab	Day	7312	1.1	No
Odisha	Night	5994	1.8	No
Odisha	Night	3174	0.7	No
Odisha	Night	4482	1.9	No
Odisha	Night	6184	1	No
Odisha	Night	2884	1.4	No
Odisha	Night	5430	1	No
Odisha	Night	6007	0.7	No
Odisha	Night	5049	0.9	No
Odisha	Night	4127	0.6	No
Odisha	Night	4791	1.4	No
Odisha	Night	5280	0.7	No
Odisha	Night	6109	1.4	No
Odisha	Night	4067	0.6	No
Odisha	Day	5671	0.8	No
Odisha	Day	5786	1.6	No
Odisha	Day	6310	0.8	No
Odisha	Day	5751	0.9	No
Odisha	Day	5633	1.8	No
Odisha	Day	5296	1.9	No
Odisha	Day	4327	1.6	No
Odisha	Day	6725	1.1	No
Odisha	Day	4487	0.6	No
Odisha	Day	3796	1.1	No
Odisha	Day	5487	1.8	No
Odisha	Day	4235	0.7	No
Odisha	Day	4087	1.6	No
Odisha	Day	2102	2.4	No
Manipur	Night	159	4.2	No
Manipur	Day	111	7.3	No
Meghalaya	Night	176	3.9	No
Meghalaya	Day	102	5.8	No
Meghalaya	Day	256	11.3	No
Mizoram	Night	389	1.7	No
Nagaland	Night	625	1.9	No
Maharashtra	Night	16782	1.1	No
Maharashtra	Night	16431	1.7	No
Maharashtra	Night	9017	1.8	No
Maharashtra	Night	10669	1.1	No
Maharashtra	Night	13960	2.7	No
Maharashtra	Night	10015	0.5	No
Maharashtra	Night	10088	0.8	No
Maharashtra	Night	16625	1.3	No
Maharashtra	Night	12341	2.7	No
Maharashtra	Night	19038	0.5	No
Maharashtra	Night	9040	2.2	No
Maharashtra	Night	13193	0.8	No
Maharashtra	Night	14680	2	No
Maharashtra	Day	16555	1.8	No
Maharashtra	Day	17367	2.1	No
Maharashtra	Day	20339	2.4	No
Maharashtra	Day	10270	2.1	No
Maharashtra	Day	12954	2	No
Maharashtra	Day	16319	2.9	No
Maharashtra	Day	16010	1.8	No
Maharashtra	Day	14171	1.5	No
Maharashtra	Day	20092	2.3	No
Maharashtra	Day	17452	0.5	No
Maharashtra	Day	17934	1.3	No
Maharashtra	Day	13928	0.9	No
Maharashtra	Day	13589	2.9	No
Maharashtra	Day	13688	0.9	No
Maharashtra	Day	11171	0.6	No
Maharashtra	Day	20880	1.1	No
Maharashtra	Day	18506	2.1	No
Maharashtra	Day	17524	2	No
Maharashtra	Day	17357	1.4	No
Maharashtra	Day	16927	0.7	No
Maharashtra	Day	13591	0.8	No
Maharashtra	Day	9098	0.8	No
Maharashtra	Day	17187	2.9	No
Maharashtra	Day	20361	2.1	No
Maharashtra	Day	14139	0.7	No
Maharashtra	Day	16244	2.4	No
Maharashtra	Day	9893	1.4	No
Maharashtra	Day	21459	4.5	No
Madhya Pradesh	Night	772	3.4	No
Madhya Pradesh	Night	565	3.7	No
Madhya Pradesh	Night	1551	2.6	No
Madhya Pradesh	Night	781	2	No
Madhya Pradesh	Night	1916	3.2	No
Madhya Pradesh	Night	1694	2.1	No
Madhya Pradesh	Night	1221	3.8	No
Madhya Pradesh	Night	634	3.7	No
Madhya Pradesh	Night	1763	3.2	No
Madhya Pradesh	Night	1516	2.3	No
Madhya Pradesh	Night	1749	5	No
Madhya Pradesh	Night	1778	3.8	No
Madhya Pradesh	Night	1402	4.7	No
Madhya Pradesh	Night	1382	2.5	No
Madhya Pradesh	Night	1319	3.7	No
Madhya Pradesh	Night	1185	3.4	No
Madhya Pradesh	Night	1729	2.3	No
Madhya Pradesh	Night	844	4.5	No
Madhya Pradesh	Night	750	5	No
Madhya Pradesh	Night	1276	2.2	No
Madhya Pradesh	Night	1269	3.1	No
Madhya Pradesh	Night	1465	4.1	No
Madhya Pradesh	Night	552	3.2	No
Madhya Pradesh	Night	1167	3.4	No
Madhya Pradesh	Night	565	2.4	No
Madhya Pradesh	Night	1983	4.9	No
Madhya Pradesh	Night	1631	2.3	No
Madhya Pradesh	Night	596	4.4	No
Madhya Pradesh	Night	1252	3.4	No
Madhya Pradesh	Night	1580	3.2	No
Madhya Pradesh	Night	1055	4.4	No
Madhya Pradesh	Night	1588	3.3	No
Madhya Pradesh	Night	1654	4	No
Madhya Pradesh	Night	1337	4.8	No
Madhya Pradesh	Night	1929	2.7	No
Madhya Pradesh	Night	603	2.9	No
Madhya Pradesh	Night	1121	4.1	No
Madhya Pradesh	Night	1338	3.4	No
Madhya Pradesh	Night	1514	2.5	No
Madhya Pradesh	Night	714	2	No
Madhya Pradesh	Night	1053	3.7	No
Madhya Pradesh	Night	1979	4.1	No
Madhya Pradesh	Night	996	2	No
Madhya Pradesh	Night	866	4.3	No
Madhya Pradesh	Night	1420	2.7	No
Madhya Pradesh	Night	550	2.1	No
Madhya Pradesh	Night	1708	3.2	No
Madhya Pradesh	Night	649	4	No
Madhya Pradesh	Night	621	4.8	No
Madhya Pradesh	Night	1833	3.5	No
Madhya Pradesh	Night	1440	4.6	No
Madhya Pradesh	Night	1593	4.8	No
Madhya Pradesh	Night	1694	3	No
Madhya Pradesh	Night	759	2.8	No
Madhya Pradesh	Night	973	3.3	No
Madhya Pradesh	Night	1164	2.4	No
Madhya Pradesh	Night	932	4.8	No
Madhya Pradesh	Night	515	4.6	No
Madhya Pradesh	Night	1224	5	No
Madhya Pradesh	Night	926	4.6	No
Madhya Pradesh	Night	1501	3.1	No
Madhya Pradesh	Night	580	2.3	No
Madhya Pradesh	Day	1118	3.5	No
Madhya Pradesh	Day	1640	4.5	No
Madhya Pradesh	Day	1751	3.5	No
Madhya Pradesh	Day	1282	3.4	No
Madhya Pradesh	Day	990	3.1	No
Madhya Pradesh	Day	542	3.4	No
Madhya Pradesh	Day	1029	3.6	No
Madhya Pradesh	Day	538	4.9	No
Madhya Pradesh	Day	1930	4.6	No
Madhya Pradesh	Day	1497	2.9	No
Madhya Pradesh	Day	1831	3.4	No
Madhya Pradesh	Day	1492	3.7	No
Madhya Pradesh	Day	1418	3.3	No
Madhya Pradesh	Day	1597	4	No
Madhya Pradesh	Day	1738	4.5	No
Madhya Pradesh	Day	615	3.2	No
Madhya Pradesh	Day	593	4	No
Madhya Pradesh	Day	1312	3.9	No
Madhya Pradesh	Day	1607	3.8	No
Madhya Pradesh	Day	678	4.2	No
Madhya Pradesh	Day	1021	3.2	No
Madhya Pradesh	Day	979	3.8	No
Madhya Pradesh	Day	1314	2.7	No
Madhya Pradesh	Day	790	4.5	No
Madhya Pradesh	Day	1749	4.2	No
